App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,reviews_int,size_int,installs_int,price_int
Talking Tom Gold Run,GAME,4.6,2694969,78M,"100,000,000+",Free,0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up,3252.0,3800000.0,50000.0,0.0
350 Diy Room Decor Ideas,ART_AND_DESIGN,4.5,27,17M,"10,000+",Free,0,Everyone,Art & Design,"November 7, 2017",1.0,2.3 and up,194216.0,39000000.0,5000000.0,0.0
FE CPS,FINANCE,3.0,62,17M,"10,000+",Free,0,Everyone,Finance,"June 26, 2017",0.1.8,4.0 and up,,,,
Status For WhatsApp DP - pro,PERSONALIZATION,4.4,49,12M,"10,000+",Free,0,Teen,Personalization,"May 31, 2018",1.7,4.1 and up,87.0,30000000.0,10000.0,0.0
I am Rich!,FINANCE,3.8,93,22M,"1,000+",Paid,$399.99,Everyone,Finance,"December 11, 2017",1.0,4.1 and up,3640.0,9100000.0,500000.0,0.0
Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,41k,"5,000,000+",Free,0,Everyone,Libraries & Demo,"November 7, 2016",2.0.3,1.5 and up,337913.0,48000000.0,5000000.0,0.0
Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,4.4,7,17M,500+,Free,0,Everyone,Travel & Local,"October 9, 2017",2.0.0,4.4W and up,2094.0,34000000.0,100000.0,0.0
GMAT Question Bank,EDUCATION,4.2,240,29M,"10,000+",Free,0,Everyone,Education,"April 29, 2015",1.2.0,2.3.3 and up,310095.0,0.0,10000000.0,0.0
Arogyam EH,MEDICAL,3.6,18,3.5M,"1,000+",Free,0,Everyone,Medical,"May 12, 2018",1.9,4.0.3 and up,,,,
Children Educational Game Full,FAMILY,4.7,30,Varies with device,"1,000+",Paid,$7.49,Everyone,Educational;Education,"May 16, 2018",Varies with device,Varies with device,8936.0,0.0,500000.0,0.0
Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9M,"10,000,000+",Free,0,Everyone,Tools,"June 26, 2018",6.1.7.5,4.2 and up,515240.0,63000000.0,10000000.0,0.0
CARDIAC CT TECHNIQUE,MEDICAL,5.0,6,17M,"1,000+",Free,0,Everyone,Medical,"March 10, 2018",2.0,4.0.3 and up,182363.0,62000000.0,10000000.0,0.0
Cartoon Wars: Blade,GAME,4.4,165656,38M,"5,000,000+",Free,0,Teen,Arcade,"February 7, 2018",1.1.0,2.3 and up,364452.0,7100000.0,10000000.0,0.0
DM Storage (for twitter),SOCIAL,3.2,6,458k,100+,Free,0,Everyone,Social,"November 26, 2014",1.0,4.1 and up,85410.0,39000000.0,10000000.0,0.0
Next Gen Science Standards,EDUCATION,4.3,206,18M,"50,000+",Free,0,Everyone,Education,"December 20, 2016",1.12.1,2.3 and up,573.0,8700000.0,100000.0,0.0
The translator,TOOLS,4.5,23805,4.1M,"1,000,000+",Free,0,Everyone,Tools,"August 13, 2017",2.0.4,4.0.3 and up,,,,
Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,3.8,912,13M,"500,000+",Free,0,Everyone,Libraries & Demo,"January 9, 2018",2.0.0,2.3 and up,309176.0,70000000.0,5000000.0,0.0
WFLA News Channel 8 - Tampa FL,NEWS_AND_MAGAZINES,3.8,133,14M,"10,000+",Free,0,Everyone,News & Magazines,"July 18, 2018",v4.30.0.8,5.0 and up,,,,
The wall,SHOPPING,4.4,35563,4.2M,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",10.2.1,4.1 and up,359560.0,0.0,10000000.0,0.0
BW Wallpaper,PERSONALIZATION,4.5,4,511k,50+,Free,0,Everyone,Personalization,"December 31, 2016",1.4,4.0 and up,17108.0,8300000.0,100000.0,0.0
Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67M,"10,000+",Paid,$5.99,Everyone,Travel & Local,"June 22, 2018",4.6.2,4.1 and up,,,,
Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12M,"5,000+",Free,0,Everyone,Medical,"July 12, 2018",4.5.3,4.4 and up,129272.0,11000000.0,10000000.0,0.0
BL Mobile Banking,FINANCE,4.3,23,93M,"1,000+",Free,0,Everyone,Finance,"August 1, 2018",2.6.0,5.0 and up,134.0,0.0,10000.0,0.0
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10M,"5,000,000+",Free,0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,499.0,4700000.0,10000.0,0.0
"Truck Car Navi by Navitime Large size car, traffic jam, traffic closure, live camera, typhoon / precipitation map",MAPS_AND_NAVIGATION,4.2,3682,Varies with device,"100,000+",Free,0,Everyone,Maps & Navigation,"August 2, 2018",Varies with device,Varies with device,3062845.0,7400000.0,100000000.0,0.0
DMR BrandMeister Tool,COMMUNICATION,3.3,78,2.5M,"10,000+",Free,0,Everyone,Communication,"March 31, 2018",4.5,6.0 and up,4756.0,33000000.0,100000.0,0.0
Turbo FAST,FAMILY,4.3,1329192,97M,"50,000,000+",Free,0,Everyone,Racing;Action & Adventure,"October 4, 2017",2.1.20,2.3.3 and up,1403.0,3700000.0,100000.0,0.0
G-NetTrack Pro,TOOLS,4.3,255,1.6M,"5,000+",Paid,$14.99,Everyone,Tools,"July 25, 2018",14.6,4.0 and up,295430.0,1400000.0,10000000.0,0.0
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,Varies with device,"100,000+",Free,0,Everyone,Education,"June 6, 2018",Varies with device,Varies with device,17247.0,7200000.0,1000000.0,0.0
EXO-L,FAMILY,4.6,67410,865k,"1,000,000+",Free,0,Everyone,Entertainment,"November 2, 2017",1.0.9,2.2 and up,1343.0,9000000.0,100000.0,0.0
DG UPnP Player Free,VIDEO_PLAYERS,3.2,39,12M,"10,000+",Free,0,Everyone,Video Players & Editors,"March 18, 2016",2.0,4.0.3 and up,83.0,4800000.0,5000.0,0.0
ZenUI Dialer & Contacts,COMMUNICATION,4.5,437674,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device,10790289.0,0.0,500000000.0,0.0
The Emirates App,TRAVEL_AND_LOCAL,4.4,22776,55M,"1,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",4.7.1,5.0 and up,,,,
Doll House Design & Decoration 2: Girls House Game,FAMILY,3.9,2338,45M,"100,000+",Free,0,Everyone,Simulation,"May 29, 2018",1.1,4.1 and up,,,,
LOBSTR - go on a lunch date,DATING,3.7,101,15M,"10,000+",Free,0,Mature 17+,Dating,"July 24, 2018",2,4.1 and up,4815.0,19000000.0,500000.0,0.0
DB Train Simulator,FAMILY,3.7,6514,72M,"500,000+",Free,0,Everyone,Simulation,"May 23, 2018",1.6.2,3.0 and up,3596.0,31000000.0,1000000.0,0.0
Bridge-C - Get More Storage,TOOLS,2.0,24,35M,"1,000+",Free,0,Everyone,Tools,"December 29, 2017",1.7,6.0 and up,5599.0,4800000.0,500000.0,0.0
Castle Defense : Invasion,FAMILY,4.2,1484,41M,"100,000+",Free,0,Everyone,Strategy,"July 15, 2018",1.2.1,4.0.3 and up,121.0,6300000.0,10000.0,0.0
DS cam,PRODUCTIVITY,3.6,3227,35M,"500,000+",Free,0,Everyone,Productivity,"July 26, 2018",3.0.1,4.1 and up,196.0,11000000.0,5000.0,0.0
Green Build - An unofficial Travis CI client,TOOLS,3.9,7,3.2M,100+,Free,0,Everyone,Tools,"June 6, 2018",1.2.1,5.0 and up,1.0,7900000.0,10.0,0.0
Morse Player Free,FAMILY,4.2,268,4.2M,"50,000+",Free,0,Everyone,Education,"January 23, 2017",2.1.1,3.0 and up,144.0,70000000.0,1000.0,2.99
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,34M,"10,000,000+",Free,0,Teen,Action,"July 11, 2018",3.0.2,4.0.3 and up,16.0,2600000.0,1000.0,0.0
DS finder,TOOLS,4.0,2596,32M,"500,000+",Free,0,Everyone,Tools,"July 19, 2018",2.0.1,5.0 and up,332083.0,6300000.0,10000000.0,0.0
AE City Jump,GAME,4.5,804,27M,"10,000+",Free,0,Everyone,Action,"July 18, 2018",1.0.4,4.0 and up,1213.0,1100000.0,500000.0,0.0
Thrive CF,HEALTH_AND_FITNESS,2.2,6,8.0M,100+,Free,0,Everyone,Health & Fitness,"January 5, 2018",1.0.1,4.3 and up,455496.0,35000000.0,10000000.0,0.0
"FJ Final Join , Circles Game",GAME,4.7,32,24M,"1,000+",Free,0,Teen,Arcade,"July 11, 2018",0.24,4.3 and up,,,,
"2Do - Reminders, To-do List & Notes",PRODUCTIVITY,4.3,4649,30M,"100,000+",Free,0,Everyone,Productivity,"June 19, 2018",2.8.12,5.0 and up,10.0,8000000.0,500.0,0.0
Advanced EX for KIA,TOOLS,3.3,257,160k,"5,000+",Paid,$4.99,Everyone,Tools,"March 14, 2015",1.4,1.6 and up,,,,
BD Radio TV Free List,FAMILY,4.3,539,13M,"50,000+",Free,0,Everyone,Entertainment,"August 1, 2018",1.3,4.2 and up,44.0,3300000.0,10000.0,0.0
Insight Timer - Free Meditation App,HEALTH_AND_FITNESS,4.6,20161,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",Varies with device,Varies with device,14891223.0,0.0,500000000.0,0.0
DU Emoji Keyboard（Simeji）,TOOLS,4.3,19234,14M,"500,000+",Free,0,Everyone,Tools,"February 23, 2017",3.1.3,4.0.3 and up,,,,
Microsoft OneNote,PRODUCTIVITY,4.4,480638,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 22, 2018",16.0.10325.20024,4.4 and up,3656.0,39000000.0,100000.0,0.0
Coupon Mob - Discount Coupons,SHOPPING,3.0,2,1.3M,100+,Free,0,Everyone,Shopping,"May 30, 2018",6.0,3.0 and up,2412.0,192000.0,100000.0,0.0
MbH BP,MEDICAL,3.7,9,23M,"1,000+",Free,0,Everyone,Medical,"October 3, 2017",1.1.3,2.3.3 and up,256.0,28000000.0,10000.0,0.0
C Pattern Programs Free,FAMILY,4.5,4115,5.8M,"100,000+",Free,0,Everyone,Education,"July 8, 2018",7.1.0,4.0 and up,509.0,17000000.0,100000.0,0.0
Discover Color,BEAUTY,4.0,364,6.4M,"100,000+",Free,0,Everyone,Beauty,"May 24, 2018",1.1,4.0.3 and up,2914724.0,0.0,100000000.0,0.0
Kernel Manager for Franco Kernel ✨,TOOLS,4.8,12700,10M,"100,000+",Paid,$3.49,Everyone,Tools,"August 3, 2018",3.2.5,5.0 and up,,,,
Total AV,PRODUCTIVITY,3.4,617,46M,"100,000+",Free,0,Everyone,Productivity,"April 17, 2018",1.5.3,4.1 and up,45.0,4099999.0,10000.0,0.0
3D DJ – Music Mixer with Virtual DJ,FAMILY,4.3,796,28M,"100,000+",Free,0,Everyone,Entertainment,"July 3, 2018",6.6.8,5.0 and up,160.0,6400000.0,10000.0,0.0
LactMed,MEDICAL,4.3,573,2.0M,"100,000+",Free,0,Everyone,Medical,"June 1, 2017",3.1,3.0 and up,4011.0,2600000.0,500000.0,0.0
Smash Hit,GAME,4.5,4147718,79M,"100,000,000+",Free,0,Everyone,Arcade,"November 26, 2015",1.4.0,2.3 and up,2460.0,25000000.0,50000.0,0.99
Best Car Wallpapers,AUTO_AND_VEHICLES,4.5,994,2.9M,"100,000+",Free,0,Everyone,Auto & Vehicles,"March 27, 2018",1.6,4.1 and up,142.0,32000000.0,50000.0,0.0
Low Blood Pressure Symptoms,MEDICAL,4.2,28,2.3M,"10,000+",Free,0,Everyone,Medical,"January 20, 2015",1.0,3.0 and up,521140.0,0.0,10000000.0,0.0
Bank Of Cyprus,FINANCE,4.1,1514,12M,"100,000+",Free,0,Everyone,Finance,"February 14, 2018",1.1,4.1 and up,337532.0,15000000.0,10000000.0,0.0
AC Remote Control Simulator,FAMILY,3.3,353,2.3M,"100,000+",Free,0,Everyone,Entertainment,"December 4, 2017",1.0,4.0.3 and up,150.0,7300000.0,50000.0,0.0
Keyboard Theme Dusk BK Purple,PERSONALIZATION,4.5,248,2.8M,"10,000+",Free,0,Mature 17+,Personalization,"May 23, 2016",9.0,4.0.3 and up,16.0,21000000.0,1000.0,0.0
BS Generator,FAMILY,4.2,5,3.3M,100+,Free,0,Everyone,Entertainment,"July 23, 2016",1.1,4.4 and up,16851.0,81000000.0,100000.0,1.99
DV KING,PHOTOGRAPHY,3.0,2,9.3M,100+,Free,0,Everyone,Photography,"September 19, 2017",1.0.0,2.2 and up,,,,
DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4.3,123,1.9M,"5,000+",Free,0,Everyone,Tools,"September 30, 2017",1.2,4.0 and up,94661.0,0.0,1000000.0,0.0
Insta Square Profile DP,PHOTOGRAPHY,3.7,42,11M,"5,000+",Free,0,Everyone,Photography,"September 1, 2015",1.0,4.0 and up,7.0,12000000.0,1000.0,0.0
Chime - Mobile Banking,FINANCE,4.3,5928,22M,"500,000+",Free,0,Everyone,Finance,"July 22, 2018",5.1.1,5.0 and up,70769.0,35000000.0,5000000.0,0.0
f'east,LIFESTYLE,3.8,38,4.8M,"5,000+",Free,0,Everyone,Lifestyle,"April 17, 2018",2.6.3,4.0 and up,514.0,8400000.0,50000.0,0.0
CB Frequencies FREE!,TOOLS,3.1,364,2.3M,"100,000+",Free,0,Everyone,Tools,"March 2, 2018",2,4.0.3 and up,11.0,11000000.0,1000.0,0.0
"Mi Remote controller - for TV, STB, AC and more",TOOLS,4.1,114340,28M,"10,000,000+",Free,0,Everyone,Tools,"August 1, 2018",5.7.1,4.2 and up,259.0,49000000.0,10000.0,0.0
CEHQ - CE Credits for Nurses,FAMILY,4.5,12,4.0M,"1,000+",Free,0,Everyone,Education,"May 25, 2018",3.0.18,5.0 and up,1283.0,4400000.0,100000.0,0.0
Can Knockdown,FAMILY,4.1,155649,38M,"10,000,000+",Free,0,Everyone,Casual,"July 11, 2018",1.38,4.1 and up,1283.0,8199999.0,100000.0,0.0
Solitaire,GAME,4.7,154264,12M,"10,000,000+",Free,0,Everyone,Card,"June 8, 2018",Varies with device,Varies with device,2657.0,24000000.0,500000.0,0.0
Ulysse Speedometer Pro,AUTO_AND_VEHICLES,4.6,4140,Varies with device,"50,000+",Paid,$1.99,Everyone,Auto & Vehicles,"May 13, 2018",Varies with device,Varies with device,2901.0,0.0,50000.0,1.99
JAL (Domestic and international flights),TRAVEL_AND_LOCAL,3.4,2277,27M,"1,000,000+",Free,0,Everyone,Travel & Local,"May 7, 2018",4.4.7,4.0.3 and up,11549.0,0.0,1000000.0,0.0
Speedtest by Ookla,TOOLS,4.4,1028794,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 19, 2018",Varies with device,Varies with device,98324.0,70000000.0,1000000.0,0.0
GO Notifier,COMMUNICATION,4.2,124346,695k,"10,000,000+",Free,0,Everyone,Communication,"July 6, 2014",2.8,2.0 and up,852.0,27000000.0,100000.0,0.0
Angelo Rules - Crazy day,GAME,3.9,108336,62M,"1,000,000+",Free,0,Everyone,Adventure,"June 27, 2016",4.0.01,4.4 and up,1.0,5400000.0,10.0,0.0
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21M,"10,000,000+",Free,0,Everyone 10+,Education,"August 1, 2018",13.9.0.161,5.0 and up,399.0,24000000.0,100000.0,0.0
Choices: Stories You Play,GAME,4.6,807338,93M,"10,000,000+",Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,4.0,42000000.0,100.0,0.99
FD Mobile,FAMILY,3.9,53,7.9M,"5,000+",Free,0,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up,,,,
Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8M,"5,000,000+",Free,0,Teen,Maps & Navigation,"May 30, 2018",2.1.15,4.0 and up,8723.0,4600000.0,500000.0,0.0
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13M,"10,000,000+",Free,0,Mature 17+,Communication,"July 13, 2018",5.1.2-6310,5.0 and up,28671.0,0.0,1000000.0,0.0
Grindr - Gay chat,SOCIAL,3.6,284795,31M,"10,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",4.1.2,4.3 and up,498.0,597000.0,100000.0,0.0
Power Pop Bubbles,GAME,4.4,104303,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,"August 2, 2018",3.15,4.1 and up,69126.0,61000000.0,1000000.0,0.0
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390185,Varies with device,"100,000,000+",Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,459.0,3100000.0,50000.0,0.0
Reuters News,NEWS_AND_MAGAZINES,4.3,13166,25M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.4.4,4.1 and up,3379.0,62000000.0,100000.0,0.0
Standard Bank / Stanbic Bank,FINANCE,3.6,15247,28M,"1,000,000+",Free,0,Everyone,Finance,"July 13, 2018",3.0.5,4.0.3 and up,12029.0,4300000.0,1000000.0,0.0
Read books online,BOOKS_AND_REFERENCE,4.1,91615,23M,"5,000,000+",Free,0,Mature 17+,Books & Reference,"June 29, 2018",3.12,4.1 and up,1322.0,3500000.0,100000.0,0.0
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99M,"10,000,000+",Free,0,Teen,Action,"June 28, 2018",1.23.1.2,4.0.3 and up,616.0,175000.0,50000.0,0.0
PixBox Coloring - Color by number Sandbox,FAMILY,4.5,12293,4.0M,"1,000,000+",Free,0,Everyone,Entertainment,"May 6, 2018",1.2.6,4.0.3 and up,41683.0,63000000.0,1000000.0,0.0
BW Taxi,MAPS_AND_NAVIGATION,3.0,67,53M,"5,000+",Free,0,Everyone,Maps & Navigation,"May 1, 2018",3.19.34,5.0 and up,28694.0,2900000.0,1000000.0,0.0
Zombie Tsunami,GAME,4.4,4921451,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device,1361.0,33000000.0,50000.0,2.99
foody Cyprus - online ordering,SHOPPING,4.5,214,1.8M,"10,000+",Free,0,Everyone,Shopping,"February 27, 2018",2.92,4.0.3 and up,669901.0,0.0,50000000.0,0.0
Water Surfer Racing In Moto,GAME,4.3,2233,36M,"1,000,000+",Free,0,Everyone,Racing,"February 28, 2018",1.1,2.3 and up,,,,
EL AL Flights,TRAVEL_AND_LOCAL,3.1,1563,36M,"100,000+",Free,0,Everyone,Travel & Local,"May 24, 2018",4.3,4.2 and up,,,,
Shadow Fight 2,GAME,4.6,10979062,88M,"100,000,000+",Free,0,Everyone 10+,Action,"July 2, 2018",1.9.38,3.0 and up,156.0,22000000.0,500.0,3.49
Netspend Skylight ONE,FINANCE,3.9,1098,46M,"100,000+",Free,0,Everyone,Finance,"May 9, 2018",4.10.0,4.4 and up,69395.0,0.0,10000000.0,0.0
Raytheon F-16 EW 360 VR,FAMILY,4.5,6,22M,500+,Free,0,Everyone,Entertainment,"June 9, 2017",1.0.01,4.4 and up,,,,
Army of Heroes,FAMILY,4.5,85015,46M,"1,000,000+",Free,0,Everyone 10+,Strategy,"August 1, 2018",1.03.06,4.0 and up,24.0,2900000.0,5000.0,0.0
Yoga - Track Yoga,HEALTH_AND_FITNESS,4.5,7976,44M,"500,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",7.0,4.0.3 and up,3788.0,44000000.0,1000000.0,0.0
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14M,"1,000,000+",Free,0,Teen,News & Magazines,"August 6, 2018",3.5.13,4.0.3 and up,30630.0,17000000.0,1000000.0,0.0
wikiHow: how to do anything,BOOKS_AND_REFERENCE,4.4,43088,3.0M,"1,000,000+",Free,0,Teen,Books & Reference,"April 19, 2017",2.7.3,4.0 and up,382.0,2300000.0,50000.0,0.0
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,1486.0,14000000.0,100000.0,0.0
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32M,"1,000+",Paid,$79.99,Everyone,Medical,"June 18, 2018",19.0,4.0.3 and up,18364.0,29000000.0,1000000.0,0.0
420 BZ Budeze Delivery,MEDICAL,5.0,2,11M,100+,Free,0,Mature 17+,Medical,"June 6, 2018",1.0.1,4.1 and up,26102.0,0.0,1000000.0,0.0
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,8226.0,4099999.0,10000000.0,0.0
Zombie Hunter King,GAME,4.3,10493,50M,"1,000,000+",Free,0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up,182173.0,0.0,10000000.0,0.0
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708753,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up,295241.0,3900000.0,10000000.0,0.0
EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4.4,105,5.0M,"10,000+",Free,0,Everyone,Travel & Local,"May 2, 2018",2.5,2.3 and up,,,,
Ever After High™ Charmed Style,FAMILY,3.9,44062,54M,"1,000,000+",Free,0,Everyone,Casual;Pretend Play,"December 30, 2016",1.3,4.0.3 and up,85858.0,0.0,10000000.0,0.0
Amazing Fart Sounds,FAMILY,4.0,28136,Varies with device,"5,000,000+",Free,0,Everyone,Casual,"August 24, 2017",Varies with device,Varies with device,7904.0,21000000.0,500000.0,0.0
AP European History: Practice Tests and Flashcards,FAMILY,4.7,7,5.4M,"1,000+",Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,52.0,1800000.0,10000.0,0.0
Santa's Monster Shootout DX,GAME,5.0,4,33M,50+,Paid,$1.99,Teen,Action,"August 15, 2013",1.05,2.2 and up,,,,
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24M,"100,000+",Free,0,Everyone,Trivia,"June 29, 2018",3.6.7z,4.0.3 and up,,,,
Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,3.6,892,70M,"50,000+",Paid,$2.49,Everyone,Travel & Local,"August 1, 2018",1.08,4.0 and up,3175.0,2300000.0,500000.0,0.0
"Women""s Health Tips(Breast,Face,Body,weight lose)",HEALTH_AND_FITNESS,4.2,2509,5.0M,"1,000,000+",Free,0,Mature 17+,Health & Fitness,"April 20, 2018",1.8,4.1 and up,2746.0,8700000.0,100000.0,0.0
Radio K - KUOM,FAMILY,4.5,39,7.4M,"1,000+",Free,0,Everyone,Entertainment,"March 9, 2018",3.0.57,4.1 and up,208.0,730000.0,50000.0,0.0
Garena Free Fire,GAME,4.5,5476569,53M,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,12.0,3800000.0,1000.0,16.99
All States Ag Parts,SHOPPING,4.7,68,6.5M,"10,000+",Free,0,Everyone,Shopping,"January 25, 2018",5.26.0,5.0 and up,27.0,14000000.0,100.0,0.0
British Columbia License,FAMILY,3.3,14,11M,"1,000+",Free,0,Everyone,Education,"January 19, 2015",1.2,4.0 and up,1.0,7800000.0,10.0,0.0
BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376,5.5M,"100,000+",Paid,$1.49,Everyone,Photography,"March 26, 2018",1.51,4.0 and up,1.0,3600000.0,100.0,0.0
"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246,2.8M,"100,000+",Free,0,Everyone,Tools,"February 6, 2018",1.1,4.0 and up,131.0,3400000.0,5000.0,0.0
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,811714,50M,"50,000,000+",Free,0,Everyone,Photography,"August 2, 2018",4.0.26,4.4 and up,212.0,10000000.0,1000000.0,0.0
Wi-Fi Networks,PRODUCTIVITY,4.2,115,1.4M,"10,000+",Free,0,Everyone,Productivity,"October 5, 2015",1.4,4.1 and up,,,,
AC Troubleshooter,TOOLS,4.7,147,4.2M,"10,000+",Free,0,Everyone,Tools,"January 8, 2015",1.3,3.0 and up,617.0,46000000.0,100000.0,0.0
Maps & GPS Navigation — OsmAnd,MAPS_AND_NAVIGATION,4.2,60820,Varies with device,"5,000,000+",Free,0,Everyone,Maps & Navigation,"August 1, 2018",Varies with device,Varies with device,22.0,2200000.0,100.0,0.0
C by GE,LIFESTYLE,1.7,686,6.6M,"10,000+",Free,0,Everyone,Lifestyle,"July 11, 2018",4.1.07,4.3 and up,712.0,21000000.0,100000.0,0.0
Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,Varies with device,"50,000,000+",Free,0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device,1714.0,31000000.0,100000.0,0.0
Lionel Messi Wallpapers,SPORTS,4.7,950,18M,"100,000+",Free,0,Everyone,Sports,"July 17, 2018",2.6,4.1 and up,23393.0,0.0,1000000.0,0.0
EA Plus,TRAVEL_AND_LOCAL,2.5,12,12M,"1,000+",Free,0,Everyone,Travel & Local,"November 3, 2017",1.4,4.0.3 and up,,,,
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,29485.0,9900000.0,1000000.0,0.0
Flashlight HD LED,TOOLS,4.3,618918,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device,39480.0,14000000.0,500000.0,0.0
BF 4 Guns,FAMILY,4.0,1542,13M,"50,000+",Free,0,Everyone,Entertainment,"June 9, 2015",3.0,3.0 and up,8.0,3600000.0,500.0,0.0
DM Tuning,SPORTS,3.3,64,5.7M,"5,000+",Free,0,Everyone,Sports,"April 4, 2018",1.9.1,6.0 and up,1228.0,29000000.0,10000.0,0.0
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"May 4, 2018",2.10.06,5.0 and up,12.0,4900000.0,500.0,0.0
Meditate OM,HEALTH_AND_FITNESS,4.5,19074,4.2M,"1,000,000+",Free,0,Everyone,Health & Fitness,"January 17, 2018",16.0,4.0 and up,39724.0,0.0,1000000.0,0.0
Manga Mania - Best online manga reader,COMICS,4.4,757,10M,"10,000+",Free,0,Teen,Comics,"May 24, 2018",1.0,4.1 and up,781810.0,0.0,100000000.0,0.0
Kick the Buddy,GAME,4.3,1004709,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up,5.0,14000000.0,100.0,0.0
Alt-C,PRODUCTIVITY,4.0,499,4.7M,"10,000+",Free,0,Everyone,Productivity,"January 27, 2017",1.37,4.0 and up,24517.0,22000000.0,10000000.0,0.0
Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,4.1,25,17M,"1,000+",Free,0,Everyone,News & Magazines,"June 21, 2018",4.7.4.18.0621,4.1 and up,,,,
